<<<<<<< Updated upstream
,Provider.Name,Provider.State,Occupied.Beds.Per.100,Resource.Supply,Nursing.Staff,Confirmed.COVID.19.Per.1.000,Complete.Vaccination.Per.100,Health.Inspection.Rating,Staffing.Rating,QM.Rating,Overall.Rating
15631,WINDEMERE AT WESTOVER HILLS,TX,0.6437499999999999,4.0,1.0,169.82799999999997,85.125,1.0,3.0,5.0,2.0
15632,WINDEMERE NURSING & REHAB CTR ON MARTHAS VINEYARD,MA,0.6524590163934426,4.0,0.9,0.0,100.0,4.0,5.0,5.0,5.0
15633,WINDEMERE PARK HEALTH AND REHAB CENTER,MI,0.6043478260869566,4.0,0.6,882.8610000000001,83.67299999999999,2.0,4.0,4.0,3.0
15634,WINDER HEALTH CARE & REHAB CTR,GA,0.6595092024539877,4.0,1.0,724.0420000000001,85.64699999999999,3.0,3.0,3.0,3.0
15635,WINDERMERE HEALTH AND REHABILITATION CENTER,GA,0.6616666666666667,3.3333333333333335,0.8,1013.626,74.4865,3.0,3.0,4.0,3.0
15636,WINDFLOWER HEALTH CENTER,TX,0.6977272727272728,3.8333333333333335,0.7,1050.6950000000002,91.27000000000001,3.0,3.0,3.0,3.0
15637,WINDHAM HOUSE OF HATTIESBURG,MS,0.8633333333333333,4.0,0.0,229.15500000000003,78.30199999999999,3.0,4.0,3.0,4.0
15638,WINDMILL MANOR,IA,0.65,4.0,1.0,51.701,100.0,4.0,4.0,4.0,4.0
15639,WINDMILL NURSING & REHAB CENTER,TX,0.665546218487395,4.0,1.0,802.711,77.812,3.0,2.0,3.0,3.0
15640,WINDRIDGE NURSING AND REHABILITATION CENTER,OK,0.375,4.0,0.5,294.44,84.375,2.0,4.0,4.0,3.0
15641,WINDSONG CARE CENTER,TX,0.5963768115942029,4.0,0.9,910.826,93.99849999999999,4.0,2.0,2.0,4.0
15642,WINDSONG NURSING & REHAB,OH,0.6378048780487805,4.0,0.0,438.18999999999994,92.59299999999999,2.0,1.0,1.0,1.0
15643,WINDSOR ARBOR VIEW,TX,0.75,3.3333333333333335,0.9,744.662,95.3725,2.0,1.0,3.0,1.0
15644,WINDSOR ATRIUM,TX,0.6024999999999999,4.0,0.8,832.896,89.253,1.0,1.0,4.0,1.0
15645,WINDSOR CALALLEN,TX,0.8333333333333334,4.0,1.0,245.46299999999997,87.846,1.0,1.0,4.0,1.0
15646,"WINDSOR CARE & REHAB, LLC",FL,0.6292307692307693,3.8333333333333335,0.8,624.281,72.093,,,,
15647,WINDSOR CARE CENTER,KY,0.7916666666666666,4.0,1.0,283.151,77.232,2.0,1.0,2.0,1.0
15648,WINDSOR CARE CENTER OF CHEVIOT HILLS,CA,0.698989898989899,4.0,1.0,1057.4920000000002,79.221,1.0,3.0,4.0,1.0
15649,WINDSOR CARE CENTER OF PETALUMA,CA,0.7784810126582279,4.0,1.0,786.678,84.507,4.0,4.0,5.0,5.0
15650,WINDSOR CARE CENTER OF SACRAMENTO,CA,0.84,4.0,1.0,544.399,90.82600000000001,1.0,3.0,4.0,1.0
15651,WINDSOR CHICO CARE CENTER,CA,0.8143274853801169,4.0,0.8888888888888888,774.8055555555555,69.675,2.0,1.0,4.0,1.0
15652,WINDSOR CHICO CREEK CARE AND REHAB CENTER,CA,0.6375,4.0,1.0,468.15599999999995,88.235,1.0,2.0,4.0,1.0
15653,WINDSOR CONVALESCENT CENTER OF NORTH LONG BEACH,CA,0.7783333333333334,4.0,1.0,549.207,95.876,3.0,4.0,5.0,5.0
15654,WINDSOR COUNTRY DRIVE CARE CENTER,CA,0.6862589356632248,4.0,0.9,680.784,81.308,2.0,4.0,3.0,3.0
15655,WINDSOR CYPRESS GARDENS,CA,0.7441666666666666,4.0,1.0,768.517,80.392,2.0,4.0,5.0,4.0
15656,WINDSOR EL CAMINO CARE CENTER,CA,0.8371830985915493,4.0,1.0,288.645,68.056,3.0,3.0,3.0,3.0
15657,WINDSOR ELK GROVE CARE AND REHABILITATION CENTER,CA,0.7360294117647058,4.0,1.0,845.7560000000001,87.273,4.0,5.0,5.0,5.0
15658,WINDSOR ELMHAVEN CARE CENTER,CA,0.8106416275430359,4.0,1.0,478.159,66.038,1.0,3.0,3.0,1.0
15659,"WINDSOR ESTATES OF ST CHARLES SNAL, LLC",MO,0.7272727272727273,4.0,0.4,781.976,93.065,2.0,1.0,2.0,1.0
15660,WINDSOR GARDENS,TX,0.6626666666666667,4.0,1.0,408.553,76.07849999999999,4.0,1.0,5.0,4.0
15661,WINDSOR GARDENS CARE CENTER,NJ,0.7050761421319798,4.0,0.9,464.32399999999996,70.729,1.0,2.0,5.0,2.0
15662,WINDSOR GARDENS CARE CENTER OF HAYWARD,CA,0.7386666666666667,4.0,1.0,597.085,96.875,5.0,2.0,2.0,5.0
15663,WINDSOR GARDENS CONV CENTER OF HAWTHORNE,CA,0.708080808080808,4.0,1.0,672.566,90.8465,2.0,3.0,5.0,3.0
15664,WINDSOR GARDENS CONV CENTER OF SAN DIEGO,CA,0.6979591836734694,4.0,1.0,1232.462,,3.0,2.0,4.0,3.0
15665,WINDSOR GARDENS CONVALESCENT CENTER OF ANAHEIM,CA,0.8227272727272728,4.0,1.0,293.755,85.185,2.0,2.0,5.0,3.0
15666,WINDSOR GARDENS CONVALESCENT CENTER OF LONG BEACH,CA,0.7390648567119155,4.0,1.0,361.409,92.994,2.0,3.0,5.0,3.0
15667,WINDSOR GARDENS CONVALESCENT HOSPITAL,CA,0.7612244897959183,4.0,1.0,504.50100000000003,87.95200000000001,2.0,3.0,5.0,3.0
15668,WINDSOR GARDENS REHABILITATION CENTER OF SALINAS,CA,0.8636363636363636,4.0,1.0,282.73400000000004,88.506,2.0,2.0,4.0,2.0
15669,WINDSOR HAMPTON CARE CENTER,CA,0.8458333333333333,4.0,1.0,1047.011,72.65,3.0,1.0,5.0,3.0
15670,WINDSOR HEALTH & REHABILITATION CENTER,OR,0.298,4.0,1.0,133.57200000000003,73.333,1.0,5.0,3.0,2.0
15671,WINDSOR HEALTH AND REHABILITATION CENTER,FL,0.7158333333333334,4.0,0.9,306.39200000000005,65.22999999999999,3.0,4.0,3.0,4.0
15672,"WINDSOR HEALTH AND REHABILITATION CENTER, LLC",CT,0.75,4.0,0.6,69.663,90.196,2.0,4.0,2.0,3.0
15673,WINDSOR HEALTH CARE CENTER,OH,0.759016393442623,3.166666666666667,1.0,196.60100000000003,84.444,1.0,1.0,3.0,1.0
15674,WINDSOR HEALTHCARE & REHAB CENTER,MO,0.6883333333333332,4.0,0.4,524.067,71.678,4.0,2.0,3.0,4.0
15675,WINDSOR HEALTHCARE CENTER OF OAKLAND,CA,0.874468085106383,4.0,1.0,735.804,61.111000000000004,4.0,2.0,4.0,4.0
15676,WINDSOR HEALTHCARE RESIDENCE,TX,0.4177777777777778,3.8333333333333335,0.8,302.071,93.3125,2.0,3.0,1.0,1.0
15677,WINDSOR HILLS NURSING CENTER,OK,0.554954954954955,4.0,1.0,359.70300000000003,89.77000000000001,1.0,4.0,3.0,2.0
15678,WINDSOR HOUSE,AL,0.7965811965811966,4.0,0.7,519.219,73.42599999999999,1.0,2.0,4.0,1.0
15679,WINDSOR HOUSE AT CHAMPION,OH,0.7369565217391304,3.166666666666667,0.9,786.603,83.87100000000001,4.0,3.0,3.0,4.0
15680,WINDSOR HOUSTON,TX,0.8875,4.0,0.9,326.98100000000005,92.567,1.0,2.0,1.0,1.0
15681,WINDSOR LANE HEALTHCARE CENTER,OH,0.6095346197502838,4.0,0.125,695.8033333333333,76.0635,1.0,4.0,3.0,2.0
15682,WINDSOR MANOR,CA,0.7607142857142858,4.0,1.0,65.97,91.304,4.0,5.0,4.0,5.0
15683,WINDSOR MANOR,CA,0.7607142857142858,4.0,1.0,65.97,91.304,4.0,5.0,5.0,5.0
15684,WINDSOR MANOR,SC,0.378125,3.6666666666666665,0.9,1885.7400000000002,76.19,4.0,5.0,4.0,5.0
15685,WINDSOR MANOR,SC,0.378125,3.6666666666666665,0.9,1885.7400000000002,76.19,4.0,5.0,5.0,5.0
15686,WINDSOR MANOR REHABILITATION CENTER,CA,0.756842105263158,3.8333333333333335,1.0,563.368,92.70100000000001,3.0,4.0,5.0,5.0
15687,WINDSOR MEDICAL CENTER INC,OH,0.7644444444444445,4.0,1.0,743.4899999999999,87.29050000000001,4.0,4.0,5.0,5.0
15688,WINDSOR MISSION OAKS,TX,0.832608695652174,4.0,0.7,749.309,98.7255,3.0,1.0,4.0,2.0
15689,WINDSOR MONTEREY CARE CENTER,CA,0.8743589743589744,4.0,0.9,657.159,86.84200000000001,3.0,2.0,3.0,3.0
15690,WINDSOR NURSING & RETIREMENT HOME,MA,0.759515570934256,4.0,1.0,339.13800000000003,95.455,1.0,3.0,3.0,1.0
15691,WINDSOR NURSING AND REHABILITATION CENTER OF CORPU,TX,0.7958333333333333,4.0,0.9,670.963,73.6885,2.0,1.0,3.0,1.0
15692,WINDSOR NURSING AND REHABILITATION CENTER OF DUVAL,TX,0.8611650485436894,4.0,1.0,510.4870000000001,92.62,3.0,1.0,2.0,2.0
15693,WINDSOR NURSING AND REHABILITATION CENTER OF SEGUI,TX,0.8237704918032787,4.0,0.8888888888888888,373.2420000000001,98.113,1.0,1.0,3.0,1.0
15694,WINDSOR PALMS CARE CENTER OF ARTESIA,CA,0.8239864864864865,4.0,1.0,638.1890000000001,87.891,1.0,3.0,4.0,1.0
15695,WINDSOR PARK CARE CENTER OF FREMONT,CA,0.7164705882352941,4.0,1.0,481.7780000000001,91.351,5.0,3.0,5.0,5.0
15696,WINDSOR PARK REHAB & NURSING CENTER,NY,0.8571428571428571,4.0,1.0,400.917,94.80250000000001,5.0,2.0,2.0,5.0
15697,WINDSOR PLACE,TX,0.3463636363636364,4.0,1.0,216.642,90.323,1.0,1.0,1.0,1.0
15698,WINDSOR PLACE AT IOLA LLC,KS,0.7644444444444444,3.666666666666667,0.8888888888888888,281.43,89.744,4.0,5.0,4.0,5.0
15699,WINDSOR PLACE LLC,KS,0.7292517006802721,4.0,0.6666666666666667,595.7789999999999,82.727,2.0,4.0,3.0,3.0
15700,WINDSOR PLACE SENIOR LIVING CAMPUS,IA,0.4850948509485095,4.0,0.4444444444444444,781.0933333333334,95.238,1.0,1.0,3.0,1.0
15701,WINDSOR POINT CONTINUING CARE,NC,0.504,4.0,1.0,477.6700000000001,99.2065,4.0,4.0,3.0,4.0
15702,WINDSOR POST-ACUTE CARE CENTER OF HAYWARD,CA,0.7333333333333333,4.0,1.0,814.0609999999999,96.45599999999999,4.0,2.0,3.0,4.0
15703,WINDSOR POST-ACUTE CENTER OF ARVIN,CA,0.8481481481481482,4.0,1.0,932.949,83.78399999999999,2.0,2.0,3.0,2.0
15704,WINDSOR POST-ACUTE CENTER OF BAKERSFIELD,CA,0.8111111111111111,4.0,1.0,834.4560000000001,92.85700000000001,2.0,2.0,4.0,2.0
15705,WINDSOR POST-ACUTE HEALTHCARE CENTER OF MODESTO,CA,0.7628571428571429,4.0,0.8,914.9459999999999,79.365,1.0,3.0,3.0,1.0
15706,WINDSOR QUAIL VALLEY POST-ACUTE HEALTHCARE,TX,0.712037037037037,4.0,1.0,458.95000000000005,84.06200000000001,1.0,2.0,4.0,1.0
15707,WINDSOR REDDING CARE CENTER,CA,0.6592920353982301,4.0,1.0,829.3050000000001,45.0,1.0,4.0,4.0,2.0
15708,WINDSOR REHABILITATION AND HEALTHCARE,TX,0.5743879472693032,4.0,0.7,545.896,67.65100000000001,1.0,1.0,4.0,1.0
15709,WINDSOR ROSEWOOD CARE CENTER,CA,0.808,4.0,0.9,5.814,94.73700000000001,4.0,3.0,3.0,4.0
15710,WINDSOR SKYLINE CARE CENTER,CA,0.75625,4.0,1.0,461.38800000000003,92.10149999999999,3.0,4.0,4.0,4.0
15711,WINDSOR TERRACE HEALTH CARE,CA,0.6225563909774436,4.0,1.0,767.135,89.535,1.0,1.0,5.0,2.0
15712,WINDSOR TERRACE OF WESTLAKE VILLAGE,CA,0.7303030303030302,4.0,1.0,295.026,,1.0,3.0,5.0,2.0
15713,WINDSOR THE RIDGE REHABILITATION CENTER,CA,0.7514563106796117,4.0,1.0,636.012,87.8055,3.0,4.0,5.0,5.0
15714,WINDSOR VALLEJO NURSING & REHABILITATION CENTER,CA,0.7632530120481927,4.0,1.0,894.307,82.609,1.0,3.0,5.0,2.0
15715,WINDSOR WOODS REHAB AND HEALTHCARE CENTER,FL,0.8601941747572815,4.0,0.8,251.01399999999998,80.488,4.0,2.0,4.0,4.0
15716,WINDSORMEADE OF WILLIAMSBURG,VA,0.759090909090909,4.0,1.0,182.647,88.235,5.0,5.0,5.0,5.0
15717,WINDWARD GARDENS,ME,0.893103448275862,2.5,1.0,30.667,94.545,2.0,4.0,4.0,3.0
15718,WINDY HILL VILLAGE OF PRESBYTERIAN HOMES,PA,0.6675,4.0,1.0,973.2939999999999,82.03299999999999,3.0,3.0,4.0,3.0
15719,WINFIELD REHAB & NURSING,TX,0.8144578313253011,4.0,0.8,385.648,64.844,2.0,2.0,5.0,3.0
15720,"WINFIELD REST HAVEN II, LLC",KS,0.5926829268292683,3.666666666666667,0.0,644.002,100.0,2.0,1.0,2.0,1.0
15721,WINFIELD SENIOR LIVING COMMUNITY,KS,0.7585034013605443,4.0,1.0,450.471,94.834,3.0,2.0,4.0,3.0
15722,WINGATE AT BEACON,NY,0.5625,4.0,0.6,487.186,91.01100000000001,1.0,3.0,2.0,1.0
15723,WINGATE AT CHESTNUT HILL,MA,0.6694444444444444,3.3333333333333335,1.0,157.815,,,,,
15724,WINGATE AT HAVERHILL,MA,0.5708661417322834,4.0,1.0,398.46500000000003,88.554,2.0,3.0,4.0,2.0
15725,WINGATE AT NEEDHAM,MA,0.721830985915493,4.0,1.0,344.09,84.874,1.0,3.0,2.0,1.0
15726,WINGATE AT NORTON,MA,0.6679536679536681,3.8,1.0,407.142,,,,,
15727,WINGATE AT SILVER LAKE,MA,0.7987804878048781,4.0,0.8,463.65500000000003,95.105,2.0,4.0,5.0,4.0
15728,WINGATE AT WESTON,MA,0.28846153846153844,4.0,1.0,1265.6999999999998,,,,,
15729,WINGATE OF DUTCHESS,NY,0.6950000000000001,4.0,0.5,246.24500000000003,93.96600000000001,2.0,3.0,4.0,2.0
15730,WINGATE OF ULSTER,NY,0.6816666666666666,4.0,1.0,387.89700000000005,90.45750000000001,4.0,3.0,4.0,4.0
15731,WINGFIELD HILLS HEALTH & WELLNESS,NV,0.6675,4.0,0.0,32.342,77.797,1.0,3.0,5.0,2.0
15732,WINKLER COURT,FL,0.8175,4.0,0.9,434.98,62.453,2.0,3.0,3.0,2.0
15733,WINNER REGIONAL HEALTHCARE CENTER,SD,0.47874999999999995,4.0,0.6,66.98299999999999,100.0,2.0,5.0,4.0,3.0
15734,"WINNFIELD NURSING AND REHABILITATION CENTER, LLC",LA,0.6185483870967742,4.0,1.0,505.918,83.44749999999999,1.0,2.0,2.0,1.0
15735,WINNIE L LTC PARTNERS INC,TX,0.6814814814814816,4.0,1.0,683.479,91.713,1.0,2.0,1.0,1.0
15736,WINNING WHEELS,IL,0.8784090909090909,4.0,0.7777777777777778,561.3779999999999,98.0515,1.0,1.0,3.0,1.0
15737,WINONA MANOR HEALTH CARE AND REHABILITATION CENTER,MS,0.6768518518518519,4.0,0.8888888888888888,367.36333333333334,58.603500000000004,2.0,3.0,1.0,1.0
15738,"WINSHIP GREEN CENTER FOR HEALTH & REHAB, LLC",ME,0.8500000000000001,4.0,0.9,153.449,75.0,2.0,3.0,4.0,2.0
15739,WINSLOW CAMPUS OF CARE,AZ,0.7184873949579832,4.0,0.5,745.216,97.561,2.0,4.0,3.0,3.0
15740,WINSLOW HOUSE CARE CENTER,IA,0.902,4.0,0.8571428571428572,501.17999999999995,91.29249999999999,2.0,4.0,4.0,3.0
15741,WINSTON COUNTY NURSING HOME,MS,0.8498062015503876,4.0,0.4444444444444444,546.8944444444445,91.209,2.0,4.0,1.0,2.0
15742,WINSTON MANOR CNV & NURSING,IL,0.9194444444444445,4.0,1.0,50.488,99.219,4.0,3.0,5.0,5.0
15743,WINTER GARDEN REHABILITATION AND NURSING CENTER,FL,0.73,4.0,0.8888888888888888,246.13555555555547,81.4985,5.0,5.0,4.0,5.0
15744,WINTER HAVEN HEALTH AND REHABILITATION CENTER,FL,0.8242857142857143,4.0,0.8,635.0600000000001,71.538,1.0,3.0,2.0,1.0
15745,WINTER PARK CARE AND REHABILITATION,FL,0.8145631067961165,4.0,0.8,371.36699999999996,58.518,2.0,4.0,3.0,3.0
15746,WINTERS HEALTHCARE RESIDENCE,TX,0.3125,4.0,1.0,785.6912500000001,76.471,2.0,5.0,1.0,2.0
15747,WINTERS PARK NURSING AND REHABILITATION CENTER,TX,0.42045454545454547,4.0,1.0,574.964,73.5455,4.0,1.0,3.0,3.0
15748,WINTERSONG VILLAGE,IN,0.6727272727272727,4.0,0.7,519.2639999999999,90.524,3.0,3.0,2.0,3.0
15749,WINTHROP HEALTH AND REHABILITATION,GA,0.6990000000000001,4.0,0.09999999999999998,608.339,62.9255,5.0,3.0,3.0,5.0
15750,WIREGRASS REHABILITATION CENTER & NURSING HOME,AL,0.8250000000000001,4.0,0.0,359.07599999999996,91.463,2.0,4.0,5.0,4.0
15751,WISCONSIN DELLS HEALTH SERVICES,WI,0.6102272727272727,2.5,1.0,178.59,87.824,2.0,4.0,5.0,4.0
15752,WISCONSIN RAPIDS HEALTH SERVICES,WI,0.5883838383838383,4.0,1.0,149.7722222222222,88.462,2.0,4.0,5.0,4.0
15753,WISHEK LIVING CENTER,ND,0.8216666666666667,4.0,1.0,40.76,96.154,5.0,5.0,1.0,4.0
15754,WISNER CARE CENTER,NE,0.8552631578947368,4.0,1.0,428.70799999999997,98.5295,4.0,1.0,5.0,4.0
15755,WISSOTA HEALTH AND REGIONAL VENT CENTER,WI,0.7192307692307692,4.0,0.30000000000000004,66.756,93.154,4.0,5.0,4.0,5.0
15756,WISTERIA GARDENS,MS,0.755,4.0,1.0,147.73499999999999,85.79050000000001,4.0,4.0,5.0,5.0
15757,WISTERIA PLACE,TX,0.7412199630314233,4.0,1.0,123.48200000000001,71.7055,5.0,3.0,5.0,5.0
15758,WITHAM EXTENDED CARE,IN,0.5777777777777778,4.0,0.7,64.349,80.2085,5.0,5.0,5.0,5.0
15759,"WITHERELL, NATHANIEL",CT,0.8049504950495049,4.0,1.0,250.128,89.899,2.0,5.0,4.0,3.0
15760,"WOBURN NURSING CENTER, INC",MA,0.6414285714285715,4.0,1.0,371.87600000000003,90.426,5.0,4.0,3.0,5.0
15761,WOLCOTT HALL NURSING CTR,CT,0.6566666666666666,4.0,0.9,321.625,87.179,3.0,4.0,4.0,4.0
15762,WOLCOTT VIEW MANOR,CT,0.26744186046511625,4.0,1.0,568.888,0.0,1.0,4.0,3.0,2.0
15763,WOLF CREEK CARE CENTER,CA,0.7762711864406779,4.0,1.0,413.01900000000006,91.0,4.0,4.0,5.0,5.0
15764,WOLFE COUNTY HEALTH AND REHABILITATION CENTER,KY,0.935,4.0,1.0,230.058,92.2105,5.0,3.0,3.0,5.0
15765,WOLFEBORO BAY CENTER,NH,0.7740384615384616,2.5,1.0,15.047,93.671,3.0,3.0,3.0,3.0
15766,WONDER CITY REHABILITATION AND NURSING CENTER,VA,0.8646153846153847,4.0,0.9,529.5649999999999,85.8315,1.0,1.0,4.0,1.0
15767,WOOD DALE HEALTH AND REHABILITATION,GA,0.7841463414634146,4.0,1.0,696.729,77.27250000000001,3.0,3.0,5.0,4.0
15768,WOOD DALE HOME OPERATING LLC,MN,0.5416666666666666,4.0,0.0,0.0,,,,,
15769,WOOD GLEN ALZHEIMER'S COMMUNITY,OH,0.9024024024024023,4.0,0.8888888888888888,590.76,78.733,2.0,1.0,4.0,1.0
15770,WOOD HAVEN HEALTH CARE SENIOR LIVING & REHAB,OH,0.8,4.0,0.0,27.129,95.1625,3.0,2.0,5.0,4.0
15771,WOOD LAKE HEALTH AND REHABILITATION CENTER,FL,0.7516666666666667,4.0,1.0,206.08900000000003,16.237000000000002,1.0,4.0,5.0,2.0
15772,WOOD MEMORIAL NURSING AND REHABILITATION CENTER,TX,0.5363636363636364,4.0,1.0,482.23666666666657,61.834,2.0,2.0,1.0,1.0
15773,WOOD PRESBYTERIAN HOME,TN,0.5561797752808989,4.0,1.0,129.274,98.2145,4.0,4.0,5.0,5.0
15774,WOOD-LAWN HEIGHTS,AR,0.8114285714285714,4.0,1.0,273.912,82.303,4.0,4.0,2.0,4.0
15775,WOODBINE REHABILITATION & HEALTHCARE CENTER,VA,0.8729641693811075,3.666666666666667,1.0,177.45700000000002,91.84299999999999,4.0,3.0,4.0,4.0
15776,WOODBRIAR NURSING HOME,AR,0.6925,4.0,1.0,818.7589999999999,96.3965,3.0,3.0,1.0,2.0
15777,WOODBRIDGE CARE CENTER,FL,0.865,4.0,1.0,517.7459999999999,79.31200000000001,3.0,4.0,5.0,5.0
15778,WOODBRIDGE HEALTH CAMPUS,IN,0.8276972624798712,4.0,1.0,707.9433333333334,89.831,4.0,3.0,4.0,4.0
15779,WOODBRIDGE NURSING PAVILION,IL,0.7887387387387387,4.0,0.9,753.1099999999999,90.85900000000001,3.0,1.0,3.0,2.0
15780,WOODBURY HEALTH AND REHABILITATION CENTER,TN,0.5264705882352941,3.6666666666666665,1.0,685.4659999999999,89.3395,3.0,3.0,3.0,3.0
15781,WOODBURY HEALTH CARE CENTER,MN,0.6387096774193548,4.0,1.0,633.861,88.4215,3.0,4.0,3.0,4.0
15782,WOODBURY WELLNESS CENTER INC,NC,0.9,4.0,0.9,280.20500000000004,89.622,4.0,2.0,2.0,4.0
15783,WOODCLIFF LAKE HEALTH & REHABILITATION CENTER,NJ,0.7040000000000001,4.0,1.0,607.335,93.827,3.0,3.0,5.0,4.0
15784,WOODCREST AT BLAKEFORD,TN,0.6108433734939759,4.0,0.5,288.05499999999995,97.9165,3.0,3.0,5.0,4.0
15785,WOODCREST NURSING AND REHABILITATION CENTER,KY,0.6401574803149606,4.0,1.0,433.41900000000004,81.4525,5.0,3.0,1.0,4.0
15786,"WOODCREST REHAB & RESIDENTIAL H C CENTER, L L C",NY,0.7395,3.8333333333333335,0.9,24.413999999999998,89.922,2.0,2.0,4.0,2.0
15787,WOODED GLEN,OH,0.631687242798354,4.0,1.0,1038.0944444444444,74.286,3.0,4.0,5.0,5.0
15788,WOODHAVEN CARE CENTER,PA,0.77,3.3333333333333335,0.8,779.265,90.0,3.0,3.0,2.0,3.0
15789,WOODHAVEN HALL AT WILLIAMSBURG LANDING,VA,0.7013996889580094,4.0,0.6,46.09,98.8095,4.0,5.0,3.0,5.0
15790,WOODHAVEN MANOR NURSING HOME,AL,0.7919999999999999,4.0,1.0,470.93899999999996,90.346,5.0,4.0,3.0,5.0
15791,WOODHAVEN NURS & ALZHEIMER'S C,NC,0.7278260869565217,4.0,1.0,490.82900000000006,95.513,2.0,4.0,2.0,3.0
15792,WOODHAVEN NURSING HOME,NY,0.7356643356643356,4.0,1.0,578.9350000000001,91.7595,2.0,2.0,4.0,2.0
15793,WOODHAVEN RETIREMENT COMMUNITY,MI,0.271875,4.0,1.0,428.4125,0.0,3.0,,5.0,4.0
15794,WOODLAKE AT TOLLAND REHABILITATION & NURSING CENTE,CT,0.8223076923076923,4.0,0.6,308.375,95.413,1.0,5.0,2.0,2.0
15795,WOODLAND BEHAVIORAL AND NURSING CENTER,NJ,0.7244935543278084,4.0,0.8,416.434,88.113,1.0,2.0,3.0,1.0
15796,WOODLAND CARE CENTER,CA,0.7095541401273886,4.0,1.0,917.515,80.6745,1.0,2.0,5.0,2.0
15797,WOODLAND CONVALESCENT CENTER,WA,0.7709677419354838,4.0,0.8,158.54100000000003,91.578,2.0,5.0,4.0,3.0
15798,WOODLAND COUNTRY MANOR INC,OH,0.9049999999999999,4.0,0.8,488.8619999999999,93.94850000000001,4.0,2.0,5.0,5.0
15799,WOODLAND GROVE HEALTH & REHABILITATION CENTER,FL,0.8625,4.0,0.4,516.162,74.727,5.0,3.0,3.0,5.0
15800,WOODLAND HILL CENTER,NC,0.795,2.5,1.0,570.625,49.0,1.0,2.0,2.0,1.0
15801,WOODLAND HILLS CARE CENTER,IN,0.6,4.0,1.0,95.42999999999999,85.4165,4.0,3.0,2.0,4.0
15802,WOODLAND HILLS HEALTHCARE AND REHABILITATION,AR,0.46416666666666667,4.0,1.0,1026.667,78.679,1.0,3.0,3.0,1.0
15803,WOODLAND MANOR,IN,0.72875,4.0,0.30000000000000004,361.194,84.6355,1.0,1.0,3.0,1.0
15804,WOODLAND MANOR,IN,0.72875,4.0,0.30000000000000004,361.194,84.6355,2.0,2.0,5.0,3.0
15805,WOODLAND MANOR,MO,0.9170212765957447,4.0,0.5,32.354,89.126,1.0,1.0,3.0,1.0
15806,WOODLAND MANOR,MO,0.9170212765957447,4.0,0.5,32.354,89.126,2.0,2.0,5.0,3.0
15807,WOODLAND MANOR NURSING AND REHABILITATION,TX,0.2753424657534247,4.0,0.6,435.83099999999996,50.532,3.0,1.0,2.0,2.0
15808,WOODLAND MANOR NURSING CENTER,MO,0.7061797752808989,4.0,1.0,961.195,96.575,3.0,1.0,3.0,2.0
15809,WOODLAND OAKS,KY,0.9481961147086032,4.0,1.0,336.349,73.9975,3.0,3.0,3.0,3.0
15810,WOODLAND PARK REHABILITATION AND CARE CENTER,UT,0.5449438202247191,4.0,0.9,386.16600000000005,85.7585,1.0,4.0,4.0,2.0
15811,WOODLAND POND AT NEW PALTZ,NY,0.825,4.0,1.0,432.8370000000001,100.0,2.0,5.0,5.0,4.0
15812,WOODLAND SKILLED NURSING FACILITY,CA,0.8758241758241758,4.0,1.0,118.08100000000002,95.0,2.0,3.0,5.0,3.0
15813,WOODLAND SPRINGS NURSING CENTER,TX,0.6257575757575757,4.0,0.9,366.40099999999995,92.49600000000001,4.0,2.0,4.0,4.0
15814,WOODLAND TERRACE,IA,0.7125,4.0,0.09999999999999998,702.926,94.624,2.0,5.0,2.0,3.0
15815,WOODLAND TERRACE CARE AND REHAB,TN,0.24803149606299213,3.8333333333333335,0.7,321.062,93.333,1.0,3.0,1.0,1.0
15816,WOODLAND VILLAGE REHABILITATION AND HEALTHCARE CEN,AL,0.6918918918918919,4.0,1.0,486.965,90.986,4.0,4.0,3.0,4.0
15817,WOODLANDS HEALTH AND REHAB CENTER,OH,0.6926315789473684,4.0,0.7,244.83200000000005,82.8615,5.0,2.0,5.0,5.0
15818,WOODLANDS HEALTHCARE CENTER,CA,0.7046153846153845,4.0,1.0,495.57699999999994,91.667,4.0,3.0,5.0,5.0
15819,"WOODLANDS HEALTHCARE CENTER, LLC (THE)",LA,0.7953947368421053,4.0,0.8,383.031,87.09,2.0,2.0,3.0,2.0
15820,WOODLANDS NURSING & REHABILITATION CENTER,NC,0.7180851063829787,3.0,0.30000000000000004,714.716,70.58800000000001,4.0,4.0,3.0,4.0
15821,WOODLANDS PLACE REHABILITATION SUITES,TX,0.5834586466165413,3.8333333333333335,1.0,435.049,81.79849999999999,3.0,2.0,2.0,3.0
15822,WOODLANDS REHABILITATION AND HEALTHCARE CENTER,MS,0.7841379310344828,4.0,1.0,850.1600000000001,89.63,2.0,4.0,2.0,3.0
15823,WOODLANDS SKILLED NURSING AND THERAPY,OK,0.4403508771929825,4.0,1.0,291.907,89.09100000000001,4.0,1.0,2.0,3.0
15824,WOODLANDS THE,IN,0.6046296296296296,4.0,0.5,532.2909999999999,85.47800000000001,3.0,3.0,3.0,3.0
15825,WOODLAWN CARE CENTER,NH,0.8849056603773585,4.0,0.19999999999999996,538.379,100.0,4.0,4.0,4.0,4.0
15826,WOODLAWN REHABILITATION & NURSING CENTER,ME,0.8456521739130435,4.0,0.9,98.01700000000001,95.238,2.0,4.0,2.0,3.0
